,Tweets
1137,             kita bantu kapolri reformasi polri bersama segenap rakyat indonesia  polisi baik menang polisi jahat tobat
1138, keren polisi indonesia terkenal sampai luar negri sambo sambo sambo pembantaian
1139,   iwan sambo polisi jongos china judionline
1140,  heleh lhawong kasus sambo aja kuonyol mestinya polisi gak usah kbanyakan pangkat omong kosong gt rekrutan dr lulusan universitas gt bukan lulusan sma dilatih  bulan
1141, jd ga sabar pengen liat standup comedy polisi lagi dgn tema yg lain tema sambo sdh galucu soalnya
1142, sedang blm move on sama polisi karena sambo
1143,  copot kapolda sepertinya gak mungkindia kan sambo csmana yg katanya polisi harus presisiyg kecil selalu jadi kambing hitamini sama dengan kasus di sambokapoldanya aman aman aja😇
1144,pembunuhan massal berencana terkoordinaai lintas organisasi dengan benang merah jaringan jendral polisi  mantan jendral polisi  doktrin sambo kebal hukum  
1145, ketika pangkat telah minggat  kini kau jadi seperti ulat gak bisa berdiri tegak sambo sambo kau diberi kuasa oleh tuhan tapi telah kau salahgunakan  sambo  sambo tuhan tidak tidur makanya jadi polisi jangan ngawur tuhan telah murka padamu beserta anakcucumu kelak  turunan
1146, namanya jg kompolnas ya udh pasti belain polisi lahsama kya kasusnya sambo dan bininya yg dibela komnas ham
1147, besok klo uda jadi polisi jangan kaya sambo yaa de
1148, berita radikal radikul dekat lagi mau pemilu sudah kg laku yang berlaku saat ini kasus sambo dan kasus penonton bola d stadion di temabakin gas airmata banyak yg meninggal dan kasus pr aparat polisi membantai  fpi
1149, tgipf lagi nyari cara buat ngeles biar polisi pssi dan pejabat yg terkait tetap aman macam skenario sambo lah
1150,ngeri emang satgasus sambo paradigma polisi pengayom berubah jadi pembantai seperti polisi di rrc ya 
1151,betul karena pelakunya adalah gerombolan nya sambo kalau tidak rame yang teriak bisa hilang begitu saja seperti km  ujungujung nya yang salah bukan polisi nya tetapi yang menjadi korban yakni suporter arema 
1152,akhir jabatanmu akan menjadi masa kelam negeri ini    berbicara dengan semestinya  anda presiden republik indonesia yang seharusnya pasang badan untuk rakyat bukan untuk polisi  jangan ada alasan kalo polisi sedang mengurus kasus sambo 
1153, melindungi bukti fakta kebiadaban menggunakan gas air mata dg alasan pintu exit sesuai sop polisi terpaksa dll  gak bisa lg  kadrun radikal intoleran thd dunia internasional  iya gak om    setelah sambo kanjuruhan apa lg ya 😘 
1154, apakah harapan kita terwakili pak jokowijangan salahkan pintu bangunan dan penontonutamanya gas air mata tuhan sudah kasih peringatan ke kita tentang oknum atau institusi polisi dari kasus sambosemoga kejujuran mengakui salah membawa hidup kita lebih  berkah
1155, yg mulya pak jokowisaya mohon bapak jgn cuma kasih santunan kpd korban tapi korban hrus diberi keadilan tangkap yg tembak gas air mata amp adili jebloskan ke penjara ini  nyawa melayang polisi sangat biadab kejambruntal melebihi sambo membantai ratusan manusia tak berdaya😭
1156,sebelum tidur gw baru kepikiran kayaknya cuma ferdy sambo kasus polisi yang gadikasih kata oknum
1157,polisi lg sibuk sama sambo 
1158, asli ngarang cok  udah ngaku aja klo semua itu salah polisi yg nembakin gas air mata udah banyak videonya jgn kebanyakan ngeles terus kaya kasus sambo malah jadi rumit
1159, mari kita lihat track record kepolisian dlm menggunakan cctv     rumah sambo  insiden pengerusakan halte dan cafe dlm reformasidikorupsi  penyerangan thdp novel baswedan  dan anda masih percaya sama polisi ketika berkaitan dg cctv
1160,polisi generasi sambo 
1161, polisi akan menjadi sambo semua akan lahir sambo² baru
1162, polisi lagipolisi lagikok gak introspeksi setelah kejadian sambo dan gas air mata berubahlah jadi polisi yg gak  tspi full ayomi masyarakat tanpa biaya tambahan
1163, polisi sibuk sama sambo sama kanjuruhan  jangan bikin ribet deh
1164,apasih ini sahabat polisi ngejaga marwah kepolisian tp laporin masalah baim wong trs ditunggangin sm cewe gajelas yg gamau  lg wkwk kek wtf klo ngomongin marwah itu noh urusin kanjuruhan sm sambo dulu urusin  gabener itu
1165, yatim piatu nya kan gara gara pak polisi pencitraan aja lu pak dimata gua polisi itu sambo
1166, nah ini catatan buat kepolisian ketika polisi membantai rakyat kelen pun suatu saat akan dibantai china yg saat ini menunggangi anda dlm menekan masyarakat catat peristiwa sambo  dan kanjuruhan apa ada belas kasih polisi pada orang lemah   sadarlah mumpung msh ada waktu
1167, cepet kaya polisi sekali tilang  ribu kalu berapa juta orang ga mau klh dgn sambo polisi buat  rupiah jd ngalir deras siapa yg bs hentikan ini semua sdh tdk ada yg bs di percaya lg semua bobrok kasihan nasib rakyat cm sbg pelengkap penderita
1168,   bolehkah kami menulis bejatnya sambo berbanding lurus dgn bejatnya polisi indonesia
1169,protap sambo tetap di mainkan  peran gas air mata pembunuh suporter oleh polisi di hilangkan 
1170, mana mana istri hendra si sealy syah yg suka bela suami tercinta di media sosial pake segala klafikasinya kenapa dia ga muncul kenapa gembok ig amp hapus twitter bela dong suaminya katanya suami situ korban sambo hendra ini polisi apa preman sih  
1171,protap sambo yg masih melekat pada polisi akan terus rekayasa alibi pembenar    rekayasa rekaman penjual dawet  fitnah  miras  suporter sok jagoan  
1172, sambo sdh mendarah daging ditubuh polisi
1173,aremania dn bonek  unsur penting prkembangan sepak bola indonesia   protap sambo yg di terapkan polisi jd legitimasi polisi untuk mmbantai suporter adalah biadab 
1174, dia masih anakanak usia  tahun orang tuanya wafat di kanjuruhanstadium saat gas air mata polisi meregang nyawa kedua orang tuanya trauma sudah pasti lalu ditanya citacita polisi bilang mau jadi polisi  jangan memanfaatkan peluang bela institusi tapi kelakuan tetap sambo
1175,  emang  g boleh insyaf ya kan pk ketum juga pernah membahas ganasnya buzzer di ri ini siapa sih yg ngerahin buzzer ahoker itu siapa sih yg danai buzzer ahoker itu  mafia cukong  sama juga yg membiayai geng mafia sambo yaitu mafia cukong polisi pro mafia cukong
1176,terbongkar semua tekateki polisi tembak polisi kejadian itu terjadi akibat istri sang jenderal diperkosa ajudannya sendiri tak lain tak bukan brigadir joshua           
1177,   jgnkan masalah itukasus  dan trgedi kanjuruhan aja penuh drama kl lapor ke polisi
1178, polisi lgi bikin ulah terus gk  tah bikin masalah udah ferdy sambo ini lgi yg ada makin jelek aja tu nama polisi di masyarakat
1179, soal sambo sama soal kejadian di kanjuruhan  diem yaiyalah si paling sahabat polisi
1180,luapan kecewa awak media ferdy sambo bukan lagi jenderal polisi tapi tersangka 
1181, polisi sambo lagi
1182, inilah salah satu cara yg maha kuasa untuk menapkan ketidak profesionalan polisi indonesia kemata duniasetelah kasus sambo
1183,sempat naikturun akibat kasus ferdy sambo sekarang kepercayaan publik ke polisi nyungsep lagi di titik terendah
1184,plis pihak polisi pssi dan semua jgn mengulangi kesalahan sambo yg  dmn bikin statement yg blm tentu kebenarannya kekuatan netizen lebih hebat
1185,ulah supir yang gak tau diri sehingga irjen polisi ferdy sambo naik pitam hingga melibatkan orang banyak di sebuah institusi kepolisian republik indonesia yang menyebabkan brigadir nofriansyah yosua hutabarat meregang nyawa di tangan ferdy sambo serta anak buahnya 
1186, atur aja sama kalian lah polisi anak buah sambo tni anak buah dudung 
1187,luapan kecewa awak media ferdy sambo bukan lagi jenderal polisi tapi tersangka 
1188,  kanjuruhan ini akumulasi kebiasaan polisi tangani “crowd control” dng teargas pentungan peluru karettajam brutality ingat   demo kpu sept dll  mirip sambosatgasus yang mini case   ada korban tapi all the planet remain silent bikin polisi besar kepala 
1189, busyeet dah jualan ayat aja nih ngga belajar dr yg  satgassus sambo dan mafia polisi muncul karena fpi dan wiro sablengnya🤭
1190, alah taik polisi baru kemarin sore saja udah berulah bagaimana nanti yang ada bakal jadi the next sambo 
1191,  semoga berita ttg si sambo tidak terdengar olh para polisi jerman  dendamkesumatsambo
1192, beritasonora  jawab permintaan maaf ferdy sambo kamaruddin kejahatannya berjubel libatkan banyak polisi   
1193,pasti berat bagi sambo untuk meminta maaf kpd keluarga brigadir j istrinya diperkosa oleh joshua amp dia termakan emosi sehingga terjadilah kasus polisi tembak polisi  nasi sudah menjadi bubur putri sudah dinodai joshua telah mati kita tunggu hasilnya dipersidangan  
1194,  supir keluarga sambo berantakan semua ada hikmahnya juga sih perjudian sama polisi nakal banyak ke cyduk
1195,min  daripada  kerahkan akun   buat muji polisi mending kelen lakukan hal mudah yg otomatis  akan diapresiasi soal kasus sambo  segera lakukan upacara  pencopotan sambo dan hendra didepan umum      diapresiasi krn berani pamerin para tsk 
1196, tenang aja nanti si densi bikin film lagi sayap sayap remuk utk bela polisi di kasus sambo trus nanti bikin sayap sayap hancur utk bela polisi di kasus kanjuruhan dan film sayap sayap modyar utk bela polisi di kasus hut tni
1197,sebentar lagi pintu dan kursi statusnya akan menjadi tersangka dalam terbunuhnya ratusan supporter di stadion kanjuruhan malang  jokowi tgpf prabowo presiden fifa polisi tv  aremania  nasdem ferdy sambo sepakatdamai  iwanbuleout   tanda tangan petisi ijazahpalsurajangibul 
1198,kadiv humas  polisi diperiksa terkait tragedi kanjuruhan berarti memang ada yg salah sebelumnya ade armando celometan tapi gk ngerti permasalahan   sering terjadi kek gini  akidi teo mereka  mereka memuji sambil mengejek pihak lain  ferdi sambo tadinya mereka dukung 
1199,luapan kecewa awak media ferdy sambo bukan lagi jenderal polisi tapi tersangka  
1200, polisi punya sop sendiri gen sambo detected were screwed
1201,ada  fakta menarik di balik perlakuan spesial ferdy sambo dan putri meski sudah dipecat dari polisi    via 
1202,kamaruddin ungkap sejumlah kejahatan ferdy sambo yang libatkan banyak polisi  brigadirj ferdysambo kasusbrigadirj ekskadivpropam
1203, kan yg latih polisi china komunis hrs membunuh urusan no seribu selagi msh ada kak sambo cs
1204,   pasti lah apalagi setelah kasus pak sambo kadang saya berpikirsiapa sih yg diuntungkan jika polisi sebagai institusi terus saja disudutkan dan dilemahkan
1205,aku yakin anggota keluarga polisi yg kesangkut kasus ini pada nyesel dan marah pada sambo bayangkan karir tinggi suamibapaksaudaranya yang dibina puluhan tahun sirna hanya krn membela sambo miris  
1206, kasus polisi bunuh polisiitu banyak terjadi cuma yg paling geger kasus ferdy sambo karena berpangkat jenderal bintang emon eh dua
1207, sama aja ternyata lagi pada mau membelokkan fakta satu tipe dengan kasus sambo kmrn sepertinya pemerintah lebih memilih menyelamatkan muka polisi daripada menyelamatkan ratusan jiwa rakyatnya yg sudah di bunuh shame on you
1208,berikut pernyataan terbaru ferdy sambo permintaan maaf kepada keluarga brigadir j hingga sebut putri candrawathi hanya korban bukan tersangka ferdysambo brigadirj putricandrawathi bharadae yosuahutabarat polri polisi bripkarr 
1209, kebusukan sambo cs gimana lah itu sm anak buah aja bgitu apalgi sm yg kontra misal pembantaian km    polisi ini sangat gak rapi tapi siapa yg bisa melawan kasus sambo liat endingnya siapa yang menang
1210, kebalik  pejabat mengayomi polisi krn sumber cuan dari konsorsium  tuhan membuka hal ini melalui alm joshua💔
1211,sambo samboternyata pernah jadi polisi tetapi pengecut dan tidak kesatria semoga pengadilan memutuskan hukuman berat bagi sambo
1212,polisi kaya ngebet bgt usahanya udahlahh udah jelek bgt udah dri kasus sambo aja jelek ini makin makin jelek 
1213,   mirip di kasus brigadir joshua kompolnas jadi juru bicaranya polisi siapa yang mendirect dia
1214, kasus  salahin laskar fpi mayat kasus sambo salahin joshua mayat kasus kanjuruhan salahin suporter mayat polisi gak pernah salah  polisi selalu benar  jadi masih yakin masalah  ini akan selesai dengan asas berkeadilan   
1215, mungkin memang benar sambo tau rahasia bobroknya polri  jadi semua polisi memperlakukan sambo begitu ramah
1216,  polisi di indo kan selalu ngerasa superior   maklum atasannya aja modelan kayak sambo bawahannya pasti ngikutlah arogansi hukumnya
1217,populer nasional pernyataan ferdy sambo  fadli zon komentari reaksi hillary lapor polisi 
1218, polisi lagi sambo lagi
1219, klarifikasi ke fifa padahal polisinya gak ikut aturan fifa😪  keluar aja dari fifa  pak presiden dan polisi bikin liga tarkam sendiri piala presiden piala sambo piala kapolda    dah nembak gas air mata gak perlu klarifikasi ke fifa  
1220,agh ya ampun masalahnya bukan di sbrp tinggi atau sbrp lama pendidikan kepolisian elah  koruptor juga banyak yg pendidikan sampe   di luar negeri  petinggi polisi macam sambo lulus akpol juga lama  agh plis
1221,ndan    ko si sambo gak ada acara lepas seragam polisinya main lempar ke kejagung ajakalo polisi pangkat rendah aja ya kalo yg berlaku pemecatankalo bintang  mah gak perlu ternyata 
1222,  tim khusus polisi dibawah jenderal sambo dilibatkan ga berkaitan kasus kematian mereka berpengalaman
1223,                ini mengingatkan pada kasus  pembegal lawan target ternyata targetnya pinter bela diri  pembegal modar  lainnya luka lari lapor  untuk penjarakan target persis suporter mancing lawan polisi lalu sbg suporter meninggal terus bilang ke publik polisi pmbunuh
1224,bakal mati kelaparan nih komnas ham karena nggak mendukung polisi  udah cukup ya pak bekal dr membela sambo  
1225,haloo  😃👋 selamat membaca skenario ala sambo dalam pembantaian kanjuruhan    rekaman ibu penjual dawet di pintu   kapolda  polisi bertindak sesuai sop  pssi temukan botol miras  buzzer dikerahkan untu 
1226, jauh bangetyg bener polisi pembunuh rakyatdari atas smpe bawah samamsh anget kali kasus sambobrp jiwa yg arwahnya ga tenang
1227, salah satunya pengaduan tapi masih ada yang lain misal narasi kepolisian di situs resmi atas tragedi kanjuruhan terus beberapa oknum polisi yang melakukan obstruction of justice kasus sambo dibunuhnya brigadir j penanganan kericuhan di stadion kanjuruhan
1228, klo polisi yg nembak gas air mata ke tribun penonton semuanya terekam tapi blm ada permintaan maaf resmi dari institusi sambo itu
1229,ferdy sambo dicurigai soal harta kekayaan intip gaji jenderal polisi beserta tunjangan per bulan 
1230,kita berharap kelpin baikbaik aja polisi sekarang beda dengan dulu  sekarang banyak sambo 
1231, 👦 bro apa bedanya wereng coklat sama cebong coklat   👨‍🦰 wereng coklat itu oknum polisi semisal sambo dan kalau cebong coklat warga binaannya wereng coklat  👦 wkwkwk 
1232,  bekas polisi bintang   sambo juga bintang    ada apa dengan bintang 
1233,  orang seperti sambo bisa buat banyak polisi di pecat
1234,  agak susah disini krn yg bisa memidanakan polisi harus polisi fakta di kasus sambo masyarakat hampir  bln penuh menyoroti baru bisa diproses  bln baru sampai kejaksaan
1235, polisi kasus sambo belum selesai ditambah kasus kasus yang lain  polisi polisi gimana kamu mau percaya sama polisi
1236,  polisi sambo pengianat nkrihargamati 
1237,                ada apa sihhh sama polisi indonesia makin hari makin hari deh
1238,jawab permintaan maaf ferdy sambo kamaruddin kejahatannya berjubel libatkan banyak polisi  
1239, tadinya aku mo ikutan min tp hrs wartawanjurnalis ya syaratnya kirain umum🤭 sekalian aku minta contoh materi polisi yg humanis berintegritas amp inspiratif contoh sosoknya saat ini d era pak jokowi spt siapa spt kelakuan sambo csmembantai rakyatyg melindungi koruptor
